title,description,marker-size,marker-color,marker-symbol,PROJECT_NAME,PROJECT_TYPE,PROJECT_TYPE_CODE,PROJECT_DESCRIPTION,LOCATION_LONGITUDE,LOCATION_LATITUDE,LOCATION_LINK,UPLOAD_PHOTO,DOC_LINK,ORGANIZATIONS,CONTACT_EMAIL,CONTACT_ORGANIZATION,CONTACT_PHONE,CONTACT_WEBSITE,SOCIAL_LINK,DATA_ENTRY_NAME,DATA_ENTRY_PHONE,PROJECT_DATE,END_DATE,DATE_NOTE
McSorley Cr Pocket Estuary Restoration Design,"<h1>McSorley Cr Pocket Estuary Restoration Design</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/8653"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,McSorley Cr Pocket Estuary Restoration Design,River/stream/wetlands restoration/conservation/flood protection,7,"In cooperation with Washington State Parks, King County will complete a feasibility study and select a preferred restoration alternative for the McSorley Creek Pocket Estuary at Saltwater State Park in Des Moines.  The future restoration project will a) remove fill material to restore natural ecosystem processes to 1 acre of intertidal habitat at the creek delta, b) remove rock armoring along 150 feet along both banks of McSorley Creek upstream from the mouth, c) restore the stream channel, and d) remove as much of the 2500 feet of marine shoreline armoring as possible to maximize habitat benefits while maintaining protection of known cultural resources. The preferred alternative will be developed to preliminary and then final project design in accordance with Manual 18 Appendix D-2 and D-3, including quantities of beach fill material removal necessary to restore the natural slope and landscape plans to revegetate a riparian buffer.",-122.3231335817,47.3729037906,,,,"Washington State Parks, WRIA 9 Lead Entity, Puget Sound Acquisition and Restoration, King Co Water & Land Res, SRFB - Salmon Recovery Funding Board, Lisa Lantz, King County",email@example.com,King County,,http://waconnect.paladinpanoramic.com/project/250/8653,,Green Duwamish Watershed,555-555-5555,6/1/06,7/24/08,
"Myrtle Edwards Park Habitat Rehabilitation, NS-2","<h1>Myrtle Edwards Park Habitat Rehabilitation, NS-2</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/8667"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,"Myrtle Edwards Park Habitat Rehabilitation, NS-2",River/stream/wetlands restoration/conservation/flood protection,7,This project created a pocket beach in Myrtle Edwards Park on Elliott Bay in Seattle and to the north of the park. Riprap armoring was removed and the slopes graded back to create a natural slope.  The pocket beach has a mix of fishmix (sand and gravel) of sediments placed on them.  Native riparian vegetation was planted. ,-122.3725096617,47.6257254382,,,,"Port of Seattle, WRIA 9 Lead Entity, City of Seattle",email@example.com,WRIA 9 Lead Entity,,http://waconnect.paladinpanoramic.com/project/250/8667,,Green Duwamish Watershed,555-555-5555,3/16/09,9/30/09,
North Wind's Weir Shallow Water Habitat Rehabilitation DUW-10,"<h1>North Wind's Weir Shallow Water Habitat Rehabilitation DUW-10</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9045"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,North Wind's Weir Shallow Water Habitat Rehabilitation DUW-10,River/stream/wetlands restoration/conservation/flood protection,7,"King County, in partnership with the Army Corps of Engineers, Seattle District, created two acres of off-channel, shallow water resting and rearing habitat in the Duwamish River ""transition zone"" at North Wind's Weir (river mile 6.3) along the right bank.  Project included the excavation of two acres of off-channel habitat and planting of native vegetation.  The site was previously used for a variety of industrial uses, resulting in low-level hydrocarbon contamination.  Soil remediation occurred in two phases; Phase 1 for compliance was completed in 2008, Phase 2 for fish and wildlife habitat was completed in 2009-2010.
",-122.2958,47.5036,,,,"WRIA 9 Lead Entity, US Army Corps of Engineers (USACE), King Co Water & Land Res, King Conservation District, City of Tukwila, SRFB - Salmon Recovery Funding Board, Earth Corps, King County - WLRD - CIP Project Manager",email@example.com,King County - WLRD - CIP Project Manager,,http://waconnect.paladinpanoramic.com/project/250/9045,,Green Duwamish Watershed,555-555-5555,1/1/06,3/1/08,
"Shallow Water Habitat Creation (20 acres) at RM 7.0 - 5.5, DUW-7","<h1>Shallow Water Habitat Creation (20 acres) at RM 7.0 - 5.5, DUW-7</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9046"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,"Shallow Water Habitat Creation (20 acres) at RM 7.0 - 5.5, DUW-7",River/stream/wetlands restoration/conservation/flood protection,7,Create a minimum of 20 acres of new off-channel shallow water/marsh habitat with associated riparian vegetation.  The 20 acres created in this area would be in addition to acreage created by WRIA 9 Salmon Habitat Plan Project DUW-10: North Wind's Weir.  An interdiary step prior to conducting this project would be the development of a Transition Zone blueprint based upon the boundaries identified by the Duwamish tranition zone study ending in 2005.,-122.2943401307,47.5050511969,,,,WRIA 9 Lead Entity,email@example.com,WRIA 9 Lead Entity,,http://waconnect.paladinpanoramic.com/project/250/9046,,Green Duwamish Watershed,555-555-5555,12/15/11,12/15/13,
"Newaukum Creek Mouth Restoration Between RM 0.0 and 4.3, MG-8","<h1>Newaukum Creek Mouth Restoration Between RM 0.0 and 4.3, MG-8</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9050"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,"Newaukum Creek Mouth Restoration Between RM 0.0 and 4.3, MG-8",River/stream/wetlands restoration/conservation/flood protection,7,"This project has two components: 1) Placing large woody debris and planting native trees along the lower 4.3 miles of the creek, and 2) reconfiguring the lower 1,800 feet of the creek near the mouth.
",-122.0652794838,47.2814000276,,,,"SRFB - Salmon Recovery Funding Board, King Co Water & Land Res, King Conservation District, King County - WLRD - Green River Basin Steward",email@example.com,King County - WLRD - Green River Basin Steward,,http://waconnect.paladinpanoramic.com/project/250/9050,,Green Duwamish Watershed,555-555-5555,1/1/08,6/30/14,
"Olympic Sculpture Park Habitat Rehabilitation, NS-3","<h1>Olympic Sculpture Park Habitat Rehabilitation, NS-3</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9062"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,"Olympic Sculpture Park Habitat Rehabilitation, NS-3","Water access, trails, recreation, parks, open space",11,"The Olympic Sculpture Park (OSP) shoreline restoration is the first of its kind within Elliott Bay and represents an innovative approach to improving urban nearshore ecosystems. Originally the OSP site was operated for petroleum storage and distribution. The fuel storage caused sediment contamination and required clean up prior to any other use of the area. After the site was cleaned up, SAM purchased the OSP site in 1999 with the intent to create a public space for art. At this time, SAM owned two upland parcels and one subtidal parcel, with the City of Seattle owning a right-of-way at the waterâs edge. This presented a unique opportunity for SAM and the City of Seattle to collaborate and capitalize on the OSPâs location along Elliott Bay. 
",-122.3575231394,47.6162037571,,,,"Puget Sound Nearshore Ecosystem Restoration Project (PSNERP), Michelle Koehler, University of Washington WET, WRIA 9 Lead Entity, City of Seattle, Aquatic Lands Enhancement Account, Washington Department of Fish and Wildlife (WDFW), Seattle Art Museum, Seattle Public Utilities, King Conservation District, Federal Appropriations, Estuary Salmon Restoration Program (ESRP), SRFB - Salmon Recovery Funding Board, Julie Crittenden",email@example.com,Julie Crittenden,,http://waconnect.paladinpanoramic.com/project/250/9062,,Green Duwamish Watershed,555-555-5555,1/1/10,12/31/10,
Riverton Creek Habitat Rehab. Fish Project DUW-8,"<h1>Riverton Creek Habitat Rehab. Fish Project DUW-8</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9952"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,Riverton Creek Habitat Rehab. Fish Project DUW-8,River/stream/wetlands restoration/conservation/flood protection,7,"The project includes installation of large, woody debris, removal of accumulated sediment, addition of gravel, and revegetation with native riaparian species.  Two flapgates at the mouth would be replaced with  self-regulating tidegates to allow normal tidal flushing while reducing flooding on Riverton Creek during high flows in the Duwamish.Removal of the flapgates and associated creek restoration will restore and enhance salmonid habitat within Riverton Creek and improve its connection to the Duwamish River, using natural processes and habitat elements to facilitate upstream migration and to provide juvenile off-channel rearing.  This would be accomplished by restoring a more natural tidal connection between the Duwamish River and Riverton Creek, restablishing reliable fish access to Riverton Creek, and rehabilitating the existing channel to provide productive rearing and refuge habitat for salmonid species including juvenile Chinook salmon.
",-122.294383049,47.4998351011,,,,"SRFB - Salmon Recovery Funding Board, City of Tukwila",email@example.com,SRFB - Salmon Recovery Funding Board,,http://waconnect.paladinpanoramic.com/project/250/9952,,Green Duwamish Watershed,555-555-5555,10/1/04,4/30/08,
"Pautzke Levee Removal and Setback, MG-18","<h1>Pautzke Levee Removal and Setback, MG-18</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9953"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,"Pautzke Levee Removal and Setback, MG-18",River/stream/wetlands restoration/conservation/flood protection,7,"Remove levees, lower the elevation of terraces, and construct engineered logjams to reinstate floodplain connectivity and channel migration.  Restore relic side-channels and reconnect them to the river and off-channel sloughs.  Remove Japanese knotweek and other invasives and revegetate riparian and floodplain areas with native plants.  
",-122.1946692467,47.3053698474,,,,"WRIA 9 Lead Entity, City of Auburn, King Co Water & Land Res, King Conservation District, King County - WLRD - Green River Basin Steward, SRFB - Salmon Recovery Funding Board",email@example.com,King County - WLRD - Green River Basin Steward,,http://waconnect.paladinpanoramic.com/project/250/9953,,Green Duwamish Watershed,555-555-5555,1/1/14,6/30/15,
"Riverview Park Project, LG-7","<h1>Riverview Park Project, LG-7</h1><iframe src=""http://waconnect.paladinpanoramic.com/project/250/9954"" width=""100%"" height=""750""</iframe>",large,#1087bf,swimming,"Riverview Park Project, LG-7",River/stream/wetlands restoration/conservation/flood protection,7,Provide summer rearing habitat and high flow winter refuge through excavation of an off-channel area combined with placement of large wood and revegetation.,-122.2462427616,47.3717863165,,,,"SRFB - Salmon Recovery Funding Board, US Army Corps of Engineers (USACE), King Conservation District, City of Kent",email@example.com,City of Kent,,http://waconnect.paladinpanoramic.com/project/250/9954,,Green Duwamish Watershed,555-555-5555,6/11/05,3/4/09,
9 floodplains,"<h1>9 floodplains</h1><p>Floodplains by Design. Partnership of WA DOE, TNC, USGS, and PSP. In 2013, WA state legislature approved an initial $33 million to support 9 floodplains by design projects around Puget Sound. Each project will be conducted by a partnership of organizations.</p>",large,#1087bf,swimming,9 floodplains,Research and monitoring,6,"Floodplains by Design. Partnership of WA DOE, TNC, USGS, and PSP. In 2013, WA state legislature approved an initial $33 million to support 9 floodplains by design projects around Puget Sound. Each project will be conducted by a partnership of organizations.",-122.332071,47.60621,,,,The Nature Conservancy,email@example.com,UNLISTED,,http://www.floodplainsbydesign.org,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Marysville to Brown's Point,<h1>Marysville to Brown's Point</h1><p>Phase I included the highly developed eastern shoreline of PS between Marysville and Brown's Point north of Tacoma - including the tidally influenced portions of the Duwamish and Snohomish Rivers. The area for Phase II of the study is still to be determined.</p>,large,#1087bf,swimming,Marysville to Brown's Point,Research and monitoring,6,Phase I included the highly developed eastern shoreline of PS between Marysville and Brown's Point north of Tacoma - including the tidally influenced portions of the Duwamish and Snohomish Rivers. The area for Phase II of the study is still to be determined.,-122.4419403076,47.3029814169,,http://lunkersguide.com/wp-content/uploads/2014/03/Browns-Point-4-1024x768.jpg,,"Army Corps of Engineers, EPA",email@example.com,Army Corps of Engineers,,http://www.nws.usace.army.mil/,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Longfellow Creek,<h1>Longfellow Creek</h1><p>Levy provides funding for Green Seattle Partnership  to restore forested park land. The West Duwamish Greenbelt is over 800 and the largest contiguous forest in Seattle. Longfellow Creek greenspace is also a project in the watershed.</p>,large,#1087bf,swimming,Longfellow Creek,Forest restoration/protection/management,3,Levy provides funding for Green Seattle Partnership  to restore forested park land. The West Duwamish Greenbelt is over 800 and the largest contiguous forest in Seattle. Longfellow Creek greenspace is also a project in the watershed.,-122.364203,47.528587,,,,Seattle Parks,email@example.com,Seattle Parks,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Kenco/City Light South,"<h1>Kenco/City Light South</h1><p>""Kenco/City Light South"" site</p>",large,#1087bf,swimming,Kenco/City Light South,Other projects,6,"""Kenco/City Light South"" site",-122.312903,47.561488,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light – Sea Tac,"<h1>Seattle City Light – Sea Tac</h1><p>Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW</p>",large,#1087bf,swimming,Seattle City Light – Sea Tac,Research and monitoring,6,"Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW",-122.301089,47.485113,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light – 23rd Ave,"<h1>Seattle City Light – 23rd Ave</h1><p>Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW</p>",large,#1087bf,swimming,Seattle City Light – 23rd Ave,Research and monitoring,6,"Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW",-122.361778,47.551894,,,,Seattle City Light,email@example.com,Seattle City Light,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light – Andover,"<h1>Seattle City Light – Andover</h1><p>Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW</p>",large,#1087bf,swimming,Seattle City Light – Andover,Research and monitoring,6,"Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW",-122.360131,47.568369,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light - Holdin,"<h1>Seattle City Light - Holdin</h1><p>Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW</p>",large,#1087bf,swimming,Seattle City Light - Holdin,Research and monitoring,6,"Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW",-122.355184,47.533667,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light – 9th Ave,"<h1>Seattle City Light – 9th Ave</h1><p>Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW</p>",large,#1087bf,swimming,Seattle City Light – 9th Ave,Research and monitoring,6,"Southwest Seattle Surplus Property Disposition Study: Seattle City Light has many parcels of surplus properties that are no longer needed for electrical distribution. City Light is participating in a study to produce recommendations for future use. Properties in the Duwamish include: 2100 SW Andover Streek, Seattle, 5601 23rd ave SW, 1605 SW Holden St, 2423 S 132nd St Sea Tac, 8820 9th ave SW",-122.346708,47.52401,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light Parcels,"<h1>Seattle City Light Parcels</h1><p>Seattle City Light has developed a comprehensive program to address the needs of wildlife that are affected by their operations. In the Land Management Program, City Light purchases key parcels of land for wildlife habitat.</p>",large,#1087bf,swimming,Seattle City Light Parcels,Research and monitoring,6,"Seattle City Light has developed a comprehensive program to address the needs of wildlife that are affected by their operations. In the Land Management Program, City Light purchases key parcels of land for wildlife habitat.",-122.332071,47.60621,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
"Turning basin site owned by Seattle City Light, adjacent to Boeing Company office complex","<h1>Turning basin site owned by Seattle City Light, adjacent to Boeing Company office complex</h1><p>Turning basin site owned by Seattle City Light, adjacent to Boeing Company office complex</p>",large,#1087bf,swimming,"Turning basin site owned by Seattle City Light, adjacent to Boeing Company office complex",Research and monitoring,6,"Turning basin site owned by Seattle City Light, adjacent to Boeing Company office complex",-122.332071,47.60621,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Lower Fauntleroy Creek,"<h1>Lower Fauntleroy Creek</h1><p>Lower Fauntleroy Creek and Estuary Water Quality and Habitat Enhancements: • Restored 895 sq ft of stream channel. Reconfigured the channel along the lower 200 feet of Fauntleroy Creek.• Installed over 1,400 native plants along the 9 ft riparian area on either side of the channel, for a total of 2,690 sq ft. The property owners planted hundreds more.• Treated a small patch of reed canary grass• Over 90 coho salmon have been seen using the channel in a single season since the restoration of the channel.</p>",large,#1087bf,swimming,Lower Fauntleroy Creek,River/stream/wetlands restoration/conservation/flood protection,7,"Lower Fauntleroy Creek and Estuary Water Quality and Habitat Enhancements: • Restored 895 sq ft of stream channel. Reconfigured the channel along the lower 200 feet of Fauntleroy Creek.• Installed over 1,400 native plants along the 9 ft riparian area on either side of the channel, for a total of 2,690 sq ft. The property owners planted hundreds more.• Treated a small patch of reed canary grass• Over 90 coho salmon have been seen using the channel in a single season since the restoration of the channel.",-122.383075,47.549555,,,,Seattle Public Utilities,email@example.com,Seattle Public Utilities,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Terminal 108,"<h1>Terminal 108</h1><p>Diagonal Avenue South, Terminal 108. Created marsh, installed riparian vegetation.</p>",large,#1087bf,theatre,Terminal 108,River/stream/wetlands restoration/conservation/flood protection,7,"Diagonal Avenue South, Terminal 108. Created marsh, installed riparian vegetation.",-122.379439,47.63357,,,,Port of Seattle,email@example.com,Port of Seattle,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Duwamish River Habitat Maintenance and Monitoring,<h1>Duwamish River Habitat Maintenance and Monitoring</h1><p>Duwamish River Habitat Maintenance and Monitoring</p>,large,#1087bf,theatre,Duwamish River Habitat Maintenance and Monitoring,River/stream/wetlands restoration/conservation/flood protection,7,Duwamish River Habitat Maintenance and Monitoring,-122.354763,47.567671,,,,The Nature Consortium,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Terminal 105,"<h1>Terminal 105</h1><p>Terminal 105 Public Access Site. Created or restored marsh, installed riparian vegetation, removed fill.</p>",large,#1087bf,theatre,Terminal 105,River/stream/wetlands restoration/conservation/flood protection,7,"Terminal 105 Public Access Site. Created or restored marsh, installed riparian vegetation, removed fill.",-122.350815,47.567829,,,,Port of Seattle,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Kuhlmann-Thomas Creek,"<h1>Kuhlmann-Thomas Creek</h1><p>Kuhlmann-Thomas Creek R6. WFC will remove a partial barrier to fish passage at the Kuhlmann Property on Thomas Creek and install a 10' span x 15' long x 5' wide precast box culvert. The deck of the culvert will serve as the road surface. Some resurfacing of the road will be necessary, but the road elevation doesn't need to be altered as it may affect the wetland hydrology and increase the footprint area into the wetland.</p>",large,#1087bf,theatre,Kuhlmann-Thomas Creek,River/stream/wetlands restoration/conservation/flood protection,7,"Kuhlmann-Thomas Creek R6. WFC will remove a partial barrier to fish passage at the Kuhlmann Property on Thomas Creek and install a 10' span x 15' long x 5' wide precast box culvert. The deck of the culvert will serve as the road surface. Some resurfacing of the road will be necessary, but the road elevation doesn't need to be altered as it may affect the wetland hydrology and increase the footprint area into the wetland.",-122.343031,47.620896,,,,Wild Fish Conservancy,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Route 509 & 99 Intersection,"<h1>Route 509 & 99 Intersection</h1><p>Mudlfat and marsh creation/restoration on the Duwamish waterway in Seattle, at the 509 and 99 intersection., about 47.537980, -122.333504. </p>",large,#1087bf,theatre,Route 509 & 99 Intersection,River/stream/wetlands restoration/conservation/flood protection,7,"Mudlfat and marsh creation/restoration on the Duwamish waterway in Seattle, at the 509 and 99 intersection., about 47.537980, -122.333504. ",-122.333504,47.53798,,,,WA Dept. of Transportation,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Puget Creek Estuary,"<h1>Puget Creek Estuary</h1><p>Puget Creek Estuary. Restored shoreline, created or restored marsh, installed riparian vegetation, removed fill.</p>",large,#1087bf,theatre,Puget Creek Estuary,River/stream/wetlands restoration/conservation/flood protection,7,"Puget Creek Estuary. Restored shoreline, created or restored marsh, installed riparian vegetation, removed fill.",-122.332071,47.60621,,,,Port of Seattle,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light ??North site,"<h1>Seattle City Light ??North site</h1><p>""City Light North"" site: Conceptual plans call for creating shallow water transition zone habitat, wetland enhancement, planting of submergent and emergent vegetation, and creation of shallow water transition zone habitat, at river mile 5 on the Duwamish</p>",large,#1087bf,theatre,Seattle City Light ??North site,River/stream/wetlands restoration/conservation/flood protection,7,"""City Light North"" site: Conceptual plans call for creating shallow water transition zone habitat, wetland enhancement, planting of submergent and emergent vegetation, and creation of shallow water transition zone habitat, at river mile 5 on the Duwamish",-122.332071,47.60621,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle Seawall Project,<h1>Seattle Seawall Project</h1><p>Seattle Seawall Project: replacing seawall and removing viaduct. The Seawall Project is replacing the seawall along Seattle's waterfront to protect critical infrastructure and utilities and also take advantage of a once-in-a-lifetime opportunity to enhance the habitat through this area.</p>,large,#1087bf,theatre,Seattle Seawall Project,River/stream/wetlands restoration/conservation/flood protection,7,Seattle Seawall Project: replacing seawall and removing viaduct. The Seawall Project is replacing the seawall along Seattle's waterfront to protect critical infrastructure and utilities and also take advantage of a once-in-a-lifetime opportunity to enhance the habitat through this area.,-122.332071,47.60621,,,,Port of Seattle,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
South Riverside Street End,<h1>South Riverside Street End</h1><p>South Riverside Street End - restored shoreline</p>,large,#1087bf,theatre,South Riverside Street End,River/stream/wetlands restoration/conservation/flood protection,7,South Riverside Street End - restored shoreline,-122.332071,47.60621,,,,Port of Seattle,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Viaduct Seawall,<h1>Viaduct Seawall</h1><p>Seattle Seawall Project: replacing seawall and removing viaduct. The Seawall Project is replacing the seawall along Seattle's waterfront to protect critical infrastructure and utilities and also take advantage of a once-in-a-lifetime opportunity to enhance the habitat through this area.</p>,large,#1087bf,zoo,Viaduct Seawall,River/stream/wetlands restoration/conservation/flood protection,7,Seattle Seawall Project: replacing seawall and removing viaduct. The Seawall Project is replacing the seawall along Seattle's waterfront to protect critical infrastructure and utilities and also take advantage of a once-in-a-lifetime opportunity to enhance the habitat through this area.,-122.332071,47.60621,,,,Seattle Dept. of Transportation,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Seattle City Light South Park,"<h1>Seattle City Light South Park</h1><p>City Light South restoration site. Installed riparian vegetation, large woody debris, and gravel along the Dwamish River (South Park neighborhood).</p>",large,#1087bf,zoo,Seattle City Light South Park,River/stream/wetlands restoration/conservation/flood protection,7,"City Light South restoration site. Installed riparian vegetation, large woody debris, and gravel along the Dwamish River (South Park neighborhood).",-122.325736,47.531094,,,,Seattle City Light,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Longfellow Creek at Thistle Street,"<h1>Longfellow Creek at Thistle Street</h1><p>Longfellow Creek at Thistle Street: Improve the quality of 7,500 square feet (.17 acres) of riparian area bordering LongfellowCreek adjacent to Chief Seattle High School.• Determine the survival rates of a 2003 planting project and remove invasive species cover, including Himalayan blackberry using manual control methods.• Plant native species in 7500 sq ft.• Use EarthCorps’ Summer Parks Corps program.</p>",large,#1087bf,farm,Longfellow Creek at Thistle Street,Tree planting and invasive species removal,9,"Longfellow Creek at Thistle Street: Improve the quality of 7,500 square feet (.17 acres) of riparian area bordering LongfellowCreek adjacent to Chief Seattle High School.• Determine the survival rates of a 2003 planting project and remove invasive species cover, including Himalayan blackberry using manual control methods.• Plant native species in 7500 sq ft.• Use EarthCorps’ Summer Parks Corps program.",-122.366014,47.528271,,,,Seattle Public Utilities,email@example.com,Seattle Public Utilities,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Camp Long,"<h1>Camp Long</h1><p>Camp Long: forest restoration, remove invasive plants, plant new native trees, monitor restoration sites</p>",large,#1087bf,farm,Camp Long,Tree planting and invasive species removal,9,"Camp Long: forest restoration, remove invasive plants, plant new native trees, monitor restoration sites",-122.332071,47.60621,,,,Seattle Parks,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Longfellow Creek – 2,"<h1>Longfellow Creek – 2</h1><p>Longfellow Creek: many restoration projects. Improve flow, erosion control and fish passage, control invasive weeds, conducted spawning surveys.</p>",large,#1087bf,farm,Longfellow Creek – 2,Tree planting and invasive species removal,9,"Longfellow Creek: many restoration projects. Improve flow, erosion control and fish passage, control invasive weeds, conducted spawning surveys.",-122.332071,47.60621,,,,Seattle Public Utilities,email@example.com,UNLISTED,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
Terminal 117,"<h1>Terminal 117</h1><p>Terminal 117. T-117 uplands soil cleanup construction began on schedule in June 2013. During this construction, steel sheet piling is used to isolate contaminated soil and water from the river. PCB contaminated soil is excavated and hauled offsite to a licensed waste landfill. Several unanticipated underground storage tanks and barrels containing waste oil and other remains have been uncovered on-site; but there have been no impacts or threats to the community from the discovery and handling of these materi</p>",large,#1087bf,farm,Terminal 117,Water quality improvements,10,"Terminal 117. T-117 uplands soil cleanup construction began on schedule in June 2013. During this construction, steel sheet piling is used to isolate contaminated soil and water from the river. PCB contaminated soil is excavated and hauled offsite to a licensed waste landfill. Several unanticipated underground storage tanks and barrels containing waste oil and other remains have been uncovered on-site; but there have been no impacts or threats to the community from the discovery and handling of these materi",-122.379439,47.63357,,,,Port of Seattle,email@example.com,Port of Seattle,,,,Green Duwamish Watershed,555-555-5555,12/31/12,,ongoing
